SHA-1, 72864, 40, 8, 226
SHA-1, 72864, 40, 16, 137
SHA-1, 72864, 40, 32, 78
SHA-1, 72864, 40, 64, 57
SHA-1, 72864, 40, 128, 42
SHA-1, 72864, 40, 256, 60
SHA-1, 72864, 40, 512, 42
SHA-1, 72864, 40, 1024, 31
SHA-1, 72864, 40, 2048, 31
SHA-1, 72864, 40, 4096, 47
SHA-1, 72864, 40, 8192, 31
SHA-1, 72864, 40, 16384, 32
SHA-1, 72864, 40, 32768, 57
SHA-1, 72864, 40, 65536, 50
SHA-224, 72864, 56, 1, 2120
SHA-224, 72864, 56, 2, 1101
SHA-224, 72864, 56, 4, 601
SHA-224, 72864, 56, 8, 301
SHA-224, 72864, 56, 16, 163
SHA-224, 72864, 56, 32, 88
SHA-224, 72864, 56, 64, 65
SHA-224, 72864, 56, 128, 47
SHA-224, 72864, 56, 256, 47
SHA-224, 72864, 56, 512, 31
SHA-224, 72864, 56, 1024, 31
SHA-224, 72864, 56, 2048, 41
SHA-224, 72864, 56, 4096, 36
SHA-224, 72864, 56, 8192, 32
SHA-224, 72864, 56, 16384, 31
SHA-224, 72864, 56, 32768, 44
SHA-224, 72864, 56, 65536, 60
SHA-256, 72864, 64, 1, 2443
SHA-256, 72864, 64, 2, 1264
SHA-256, 72864, 64, 4, 657
SHA-256, 72864, 64, 8, 330
SHA-256, 72864, 64, 16, 198
SHA-256, 72864, 64, 32, 101
SHA-256, 72864, 64, 64, 78
SHA-256, 72864, 64, 128, 47
SHA-256, 72864, 64, 256, 41
SHA-256, 72864, 64, 512, 52
SHA-256, 72864, 64, 1024, 33
SHA-256, 72864, 64, 2048, 47
SHA-256, 72864, 64, 4096, 47
SHA-256, 72864, 64, 8192, 24
SHA-256, 72864, 64, 16384, 31
SHA-256, 72864, 64, 32768, 31
SHA-256, 72864, 64, 65536, 89
SHA-384, 72864, 96, 1, 3722
SHA-384, 72864, 96, 2, 1834
SHA-384, 72864, 96, 4, 946
SHA-384, 72864, 96, 8, 457
SHA-384, 72864, 96, 16, 253
SHA-384, 72864, 96, 32, 145
SHA-384, 72864, 96, 64, 94
SHA-384, 72864, 96, 128, 63
SHA-384, 72864, 96, 256, 60
SHA-384, 72864, 96, 512, 28
SHA-384, 72864, 96, 1024, 47
SHA-384, 72864, 96, 2048, 31
SHA-384, 72864, 96, 4096, 31
SHA-384, 72864, 96, 8192, 31
SHA-384, 72864, 96, 16384, 47
