sAlgorithm,inputLength,outputLength,buffersize,time
 SHA-256,72864,0,262144,0
 SHA-256,72864,0,524288,0
 SHA-256,72864,0,1048576,0
 SHA-256,72864,0,2097152,0
 SHA-256,72864,0,4194304,0
 SHA-256,72864,0,8388608,0
 SHA-256,72864,0,16777216,0
 SHA-256,72864,0,33554432,0
 SHA-256,72864,0,67108864,0
 SHA-384,72864,0,1,5
 SHA-384,72864,0,2,0
 SHA-384,72864,0,4,0
 SHA-384,72864,0,8,0
 SHA-384,72864,0,16,0
 SHA-384,72864,0,32,0
 SHA-384,72864,0,64,0
 SHA-384,72864,0,128,0
 SHA-384,72864,0,256,0
 SHA-384,72864,0,512,0
 SHA-384,72864,0,1024,0
 SHA-384,72864,0,2048,5
 SHA-384,72864,0,4096,0
 SHA-384,72864,0,8192,0
 SHA-384,72864,0,16384,0
 SHA-384,72864,0,32768,0
 SHA-384,72864,0,65536,0
 SHA-384,72864,0,131072,0
 SHA-384,72864,0,262144,0
 SHA-384,72864,0,524288,0
 SHA-384,72864,0,1048576,0
 SHA-384,72864,0,2097152,0
 SHA-384,72864,0,4194304,0
 SHA-384,72864,0,8388608,0
 SHA-384,72864,0,16777216,0
 SHA-384,72864,0,33554432,0
 SHA-384,72864,0,67108864,0
 SHA-512,72864,0,1,0
 SHA-512,72864,0,2,0
 SHA-512,72864,0,4,0
 SHA-512,72864,0,8,0
 SHA-512,72864,0,16,0
 SHA-512,72864,0,32,0
 SHA-512,72864,0,64,0
 SHA-512,72864,0,128,0
 SHA-512,72864,0,256,0
 SHA-512,72864,0,512,0
 SHA-512,72864,0,1024,0
 SHA-512,72864,0,2048,0
 SHA-512,72864,0,4096,1
 SHA-512,72864,0,8192,0
 SHA-512,72864,0,16384,0
 SHA-512,72864,0,32768,0
 SHA-512,72864,0,65536,0
 SHA-512,72864,0,131072,0
 SHA-512,72864,0,262144,0
 SHA-512,72864,0,524288,0
 SHA-512,72864,0,1048576,0
 SHA-512,72864,0,2097152,0
 SHA-512,72864,0,4194304,0
 SHA-512,72864,0,8388608,0
 SHA-512,72864,0,16777216,0
 SHA-512,72864,0,33554432,0
 SHA-512,72864,0,67108864,0
 SHA3-224,72864,0,1,0
 SHA3-224,72864,0,2,0
 SHA3-224,72864,0,4,0
 SHA3-224,72864,0,8,0
 SHA3-224,72864,0,16,0
 SHA3-224,72864,0,32,0
 SHA3-224,72864,0,64,0
 SHA3-224,72864,0,128,0
 SHA3-224,72864,0,256,0
 SHA3-224,72864,0,512,0
 SHA3-224,72864,0,1024,0
 SHA3-224,72864,0,2048,0
 SHA3-224,72864,0,4096,0
 SHA3-224,72864,0,8192,0
 SHA3-224,72864,0,16384,0
 SHA3-224,72864,0,32768,0
 SHA3-224,72864,0,65536,0
 SHA3-224,72864,0,131072,0
 SHA3-224,72864,0,262144,0
 SHA3-224,72864,0,524288,0
 SHA3-224,72864,0,1048576,0
 SHA3-224,72864,0,2097152,0
 SHA3-224,72864,0,4194304,0
 SHA3-224,72864,0,8388608,0
 SHA3-224,72864,0,16777216,0
 SHA3-224,72864,0,33554432,0
 SHA3-224,72864,0,67108864,0
 SHA3-256,72864,0,1,0
 SHA3-256,72864,0,2,0
 SHA3-256,72864,0,4,0
 SHA3-256,72864,0,8,0
 SHA3-256,72864,0,16,0
 SHA3-256,72864,0,32,0
 SHA3-256,72864,0,64,0
 SHA3-256,72864,0,128,0
 SHA3-256,72864,0,256,0
 SHA3-256,72864,0,512,0
 SHA3-256,72864,0,1024,0
 SHA3-256,72864,0,2048,0
 SHA3-256,72864,0,4096,0
 SHA3-256,72864,0,8192,0
 SHA3-256,72864,0,16384,0
 SHA3-256,72864,0,32768,0
 SHA3-256,72864,0,65536,0
 SHA3-256,72864,0,131072,0
 SHA3-256,72864,0,262144,0
 SHA3-256,72864,0,524288,0
 SHA3-256,72864,0,1048576,0
 SHA3-256,72864,0,2097152,0
 SHA3-256,72864,0,4194304,0
 SHA3-256,72864,0,8388608,0
 SHA3-256,72864,0,16777216,0
 SHA3-256,72864,0,33554432,0
 SHA3-256,72864,0,67108864,0
 SHA3-384,72864,0,1,0
 SHA3-384,72864,0,2,0
 SHA3-384,72864,0,4,0
 SHA3-384,72864,0,8,0
 SHA3-384,72864,0,16,0
 SHA3-384,72864,0,32,0
 SHA3-384,72864,0,64,0
 SHA3-384,72864,0,128,0
 SHA3-384,72864,0,256,0
 SHA3-384,72864,0,512,0
 SHA3-384,72864,0,1024,0
 SHA3-384,72864,0,2048,0
 SHA3-384,72864,0,4096,0
 SHA3-384,72864,0,8192,0
 SHA3-384,72864,0,16384,0
 SHA3-384,72864,0,32768,0
 SHA3-384,72864,0,65536,0
 SHA3-384,72864,0,131072,0
 SHA3-384,72864,0,262144,0
 SHA3-384,72864,0,524288,0
 SHA3-384,72864,0,1048576,0
 SHA3-384,72864,0,2097152,0
 SHA3-384,72864,0,4194304,0
 SHA3-384,72864,0,8388608,0
 SHA3-384,72864,0,16777216,0
 SHA3-384,72864,0,33554432,0
 SHA3-384,72864,0,67108864,0
 SHA3-512,72864,0,1,0
 SHA3-512,72864,0,2,0
 SHA3-512,72864,0,4,0
 SHA3-512,72864,0,8,0
 SHA3-512,72864,0,16,0
 SHA3-512,72864,0,32,0
 SHA3-512,72864,0,64,1
 SHA3-512,72864,0,128,0
 SHA3-512,72864,0,256,0
 SHA3-512,72864,0,512,0
 SHA3-512,72864,0,1024,0
 SHA3-512,72864,0,2048,1
 SHA3-512,72864,0,4096,0
 SHA3-512,72864,0,8192,0
 SHA3-512,72864,0,16384,0
 SHA3-512,72864,0,32768,0
 SHA3-512,72864,0,65536,0
 SHA3-512,72864,0,131072,0
 SHA3-512,72864,0,262144,0
 SHA3-512,72864,0,524288,0
 SHA3-512,72864,0,1048576,0
 SHA3-512,72864,0,2097152,0
 SHA3-512,72864,0,4194304,0
 SHA3-512,72864,0,8388608,0
 SHA3-512,72864,0,16777216,0
 SHA3-512,72864,0,33554432,0
 SHA3-512,72864,0,67108864,0
 SHA-1,137632,0,1,0
 SHA-1,137632,0,2,0
 SHA-1,137632,0,4,0
 SHA-1,137632,0,8,0
 SHA-1,137632,0,16,0
 SHA-1,137632,0,32,0
 SHA-1,137632,0,64,0
 SHA-1,137632,0,128,0
 SHA-1,137632,0,256,0
 SHA-1,137632,0,512,0
 SHA-1,137632,0,1024,0
 SHA-1,137632,0,2048,0
 SHA-1,137632,0,4096,0
 SHA-1,137632,0,8192,0
 SHA-1,137632,0,16384,0
 SHA-1,137632,0,32768,0
 SHA-1,137632,0,65536,0
 SHA-1,137632,0,131072,0
 SHA-1,137632,0,262144,0
 SHA-1,137632,0,524288,0
 SHA-1,137632,0,1048576,0
 SHA-1,137632,0,2097152,0
 SHA-1,137632,0,4194304,0
 SHA-1,137632,0,8388608,0
 SHA-1,137632,0,16777216,0
 SHA-1,137632,0,33554432,0
 SHA-1,137632,0,67108864,0
 SHA-224,137632,0,1,0
 SHA-224,137632,0,2,0
 SHA-224,137632,0,4,0
 SHA-224,137632,0,8,0
 SHA-224,137632,0,16,0
 SHA-224,137632,0,32,0
 SHA-224,137632,0,64,0
 SHA-224,137632,0,128,5
 SHA-224,137632,0,256,0
 SHA-224,137632,0,512,0
 SHA-224,137632,0,1024,0
 SHA-224,137632,0,2048,0
 SHA-224,137632,0,4096,0
 SHA-224,137632,0,8192,5
 SHA-224,137632,0,16384,0
 SHA-224,137632,0,32768,0
 SHA-224,137632,0,65536,0
 SHA-224,137632,0,131072,0
 SHA-224,137632,0,262144,0
 SHA-224,137632,0,524288,0
 SHA-224,137632,0,1048576,0
 SHA-224,137632,0,2097152,0
 SHA-224,137632,0,4194304,0
 SHA-224,137632,0,8388608,0
 SHA-224,137632,0,16777216,0
 SHA-224,137632,0,33554432,0
 SHA-224,137632,0,67108864,0
 SHA-256,137632,0,1,0
 SHA-256,137632,0,2,0
 SHA-256,137632,0,4,0
 SHA-256,137632,0,8,0
 SHA-256,137632,0,16,0
 SHA-256,137632,0,32,0
 SHA-256,137632,0,64,0
 SHA-256,137632,0,128,0
 SHA-256,137632,0,256,0
 SHA-256,137632,0,512,0
 SHA-256,137632,0,1024,0
 SHA-256,137632,0,2048,0
 SHA-256,137632,0,4096,0
 SHA-256,137632,0,8192,0
 SHA-256,137632,0,16384,0
 SHA-256,137632,0,32768,0
 SHA-256,137632,0,65536,0
 SHA-256,137632,0,131072,0
 SHA-256,137632,0,262144,0
 SHA-256,137632,0,524288,0
 SHA-256,137632,0,1048576,0
 SHA-256,137632,0,2097152,0
 SHA-256,137632,0,4194304,0
 SHA-256,137632,0,8388608,0
 SHA-256,137632,0,16777216,0
 SHA-256,137632,0,33554432,0
 SHA-256,137632,0,67108864,0
 SHA-384,137632,0,1,0
 SHA-384,137632,0,2,0
 SHA-384,137632,0,4,0
 SHA-384,137632,0,8,0
 SHA-384,137632,0,16,0
 SHA-384,137632,0,32,0
 SHA-384,137632,0,64,0
 SHA-384,137632,0,128,0
 SHA-384,137632,0,256,0
 SHA-384,137632,0,512,0
 SHA-384,137632,0,1024,0
 SHA-384,137632,0,2048,0
 SHA-384,137632,0,4096,0
 SHA-384,137632,0,8192,0
 SHA-384,137632,0,16384,0
 SHA-384,137632,0,32768,0
 SHA-384,137632,0,65536,0
 SHA-384,137632,0,131072,7
 SHA-384,137632,0,262144,1
 SHA-384,137632,0,524288,0
 SHA-384,137632,0,1048576,0
 SHA-384,137632,0,2097152,0
 SHA-384,137632,0,4194304,0
 SHA-384,137632,0,8388608,0
 SHA-384,137632,0,16777216,0
 SHA-384,137632,0,33554432,0
 SHA-384,137632,0,67108864,0
 SHA-512,137632,0,1,0
 SHA-512,137632,0,2,0
 SHA-512,137632,0,4,0
 SHA-512,137632,0,8,0
 SHA-512,137632,0,16,0
 SHA-512,137632,0,32,0
 SHA-512,137632,0,64,0
 SHA-512,137632,0,128,0
 SHA-512,137632,0,256,0
 SHA-512,137632,0,512,0
 SHA-512,137632,0,1024,0
 SHA-512,137632,0,2048,0
 SHA-512,137632,0,4096,0
 SHA-512,137632,0,8192,0
 SHA-512,137632,0,16384,0
 SHA-512,137632,0,32768,0
 SHA-512,137632,0,65536,0
 SHA-512,137632,0,131072,0
 SHA-512,137632,0,262144,0
 SHA-512,137632,0,524288,0
 SHA-512,137632,0,1048576,0
 SHA-512,137632,0,2097152,0
 SHA-512,137632,0,4194304,0
 SHA-512,137632,0,8388608,0
 SHA-512,137632,0,16777216,0
 SHA-512,137632,0,33554432,0
 SHA-512,137632,0,67108864,0
 SHA3-224,137632,0,1,0
 SHA3-224,137632,0,2,0
 SHA3-224,137632,0,4,0
 SHA3-224,137632,0,8,0
 SHA3-224,137632,0,16,0
 SHA3-224,137632,0,32,0
 SHA3-224,137632,0,64,0
 SHA3-224,137632,0,128,0
 SHA3-224,137632,0,256,0
 SHA3-224,137632,0,512,0
 SHA3-224,137632,0,1024,0
 SHA3-224,137632,0,2048,0
 SHA3-224,137632,0,4096,0
 SHA3-224,137632,0,8192,0
 SHA3-224,137632,0,16384,0
 SHA3-224,137632,0,32768,0
 SHA3-224,137632,0,65536,0
 SHA3-224,137632,0,131072,0
 SHA3-224,137632,0,262144,0
 SHA3-224,137632,0,524288,0
 SHA3-224,137632,0,1048576,0
 SHA3-224,137632,0,2097152,0
 SHA3-224,137632,0,4194304,0
 SHA3-224,137632,0,8388608,0
 SHA3-224,137632,0,16777216,0
 SHA3-224,137632,0,33554432,0
 SHA3-224,137632,0,67108864,0
 SHA3-256,137632,0,1,0
 SHA3-256,137632,0,2,0
 SHA3-256,137632,0,4,5
 SHA3-256,137632,0,8,0
 SHA3-256,137632,0,16,0
 SHA3-256,137632,0,32,0
 SHA3-256,137632,0,64,0
 SHA3-256,137632,0,128,0
 SHA3-256,137632,0,256,0
 SHA3-256,137632,0,512,0
 SHA3-256,137632,0,1024,0
 SHA3-256,137632,0,2048,0
 SHA3-256,137632,0,4096,0
 SHA3-256,137632,0,8192,0
 SHA3-256,137632,0,16384,0
 SHA3-256,137632,0,32768,0
 SHA3-256,137632,0,65536,0
 SHA3-256,137632,0,131072,0
 SHA3-256,137632,0,262144,0
 SHA3-256,137632,0,524288,0
 SHA3-256,137632,0,1048576,0
 SHA3-256,137632,0,2097152,0
 SHA3-256,137632,0,4194304,0
 SHA3-256,137632,0,8388608,0
 SHA3-256,137632,0,16777216,0
 SHA3-256,137632,0,33554432,0
 SHA3-256,137632,0,67108864,0
 SHA3-384,137632,0,1,0
 SHA3-384,137632,0,2,0
 SHA3-384,137632,0,4,0
 SHA3-384,137632,0,8,0
 SHA3-384,137632,0,16,0
 SHA3-384,137632,0,32,0
 SHA3-384,137632,0,64,0
 SHA3-384,137632,0,128,0
 SHA3-384,137632,0,256,0
 SHA3-384,137632,0,512,0
 SHA3-384,137632,0,1024,0
 SHA3-384,137632,0,2048,0
 SHA3-384,137632,0,4096,0
 SHA3-384,137632,0,8192,0
 SHA3-384,137632,0,16384,1
 SHA3-384,137632,0,32768,0
 SHA3-384,137632,0,65536,0
 SHA3-384,137632,0,131072,0
 SHA3-384,137632,0,262144,0
 SHA3-384,137632,0,524288,1
 SHA3-384,137632,0,1048576,0
 SHA3-384,137632,0,2097152,0
 SHA3-384,137632,0,4194304,0
 SHA3-384,137632,0,8388608,0
 SHA3-384,137632,0,16777216,0
 SHA3-384,137632,0,33554432,0
 SHA3-384,137632,0,67108864,0
 SHA3-512,137632,0,1,0
 SHA3-512,137632,0,2,0
 SHA3-512,137632,0,4,1
 SHA3-512,137632,0,8,1
 SHA3-512,137632,0,16,6
 SHA3-512,137632,0,32,0
 SHA3-512,137632,0,64,0
 SHA3-512,137632,0,128,0
 SHA3-512,137632,0,256,0
 SHA3-512,137632,0,512,0
 SHA3-512,137632,0,1024,0
 SHA3-512,137632,0,2048,0
 SHA3-512,137632,0,4096,0
 SHA3-512,137632,0,8192,0
 SHA3-512,137632,0,16384,0
 SHA3-512,137632,0,32768,0
 SHA3-512,137632,0,65536,0
 SHA3-512,137632,0,131072,0
 SHA3-512,137632,0,262144,0
 SHA3-512,137632,0,524288,0
 SHA3-512,137632,0,1048576,0
 SHA3-512,137632,0,2097152,0
 SHA3-512,137632,0,4194304,0
 SHA3-512,137632,0,8388608,0
 SHA3-512,137632,0,16777216,0
 SHA3-512,137632,0,33554432,0
 SHA3-512,137632,0,67108864,0
 SHA-1,267168,0,1,0
 SHA-1,267168,0,2,0
 SHA-1,267168,0,4,0
 SHA-1,267168,0,8,0
 SHA-1,267168,0,16,0
 SHA-1,267168,0,32,0
 SHA-1,267168,0,64,0
 SHA-1,267168,0,128,0
 SHA-1,267168,0,256,0
 SHA-1,267168,0,512,0
 SHA-1,267168,0,1024,0
 SHA-1,267168,0,2048,0
 SHA-1,267168,0,4096,0
 SHA-1,267168,0,8192,0
 SHA-1,267168,0,16384,0
 SHA-1,267168,0,32768,0
 SHA-1,267168,0,65536,0
 SHA-1,267168,0,131072,0
 SHA-1,267168,0,262144,0
 SHA-1,267168,0,524288,0
 SHA-1,267168,0,1048576,5
 SHA-1,267168,0,2097152,0
 SHA-1,267168,0,4194304,0
 SHA-1,267168,0,8388608,0
 SHA-1,267168,0,16777216,0
 SHA-1,267168,0,33554432,0
 SHA-1,267168,0,67108864,0
 SHA-224,267168,0,1,0
 SHA-224,267168,0,2,0
 SHA-224,267168,0,4,0
 SHA-224,267168,0,8,0
 SHA-224,267168,0,16,0
 SHA-224,267168,0,32,0
 SHA-224,267168,0,64,0
 SHA-224,267168,0,128,0
 SHA-224,267168,0,256,0
 SHA-224,267168,0,512,0
 SHA-224,267168,0,1024,0
 SHA-224,267168,0,2048,0
 SHA-224,267168,0,4096,0
 SHA-224,267168,0,8192,0
 SHA-224,267168,0,16384,0
 SHA-224,267168,0,32768,0
 SHA-224,267168,0,65536,0
 SHA-224,267168,0,131072,0
 SHA-224,267168,0,262144,0
 SHA-224,267168,0,524288,0
 SHA-224,267168,0,1048576,0
 SHA-224,267168,0,2097152,0
 SHA-224,267168,0,4194304,0
 SHA-224,267168,0,8388608,5
 SHA-224,267168,0,16777216,0
 SHA-224,267168,0,33554432,0
 SHA-224,267168,0,67108864,0
 SHA-256,267168,0,1,0
 SHA-256,267168,0,2,0
 SHA-256,267168,0,4,0
 SHA-256,267168,0,8,0
 SHA-256,267168,0,16,0
 SHA-256,267168,0,32,0
 SHA-256,267168,0,64,0
 SHA-256,267168,0,128,0
 SHA-256,267168,0,256,0
 SHA-256,267168,0,512,0
 SHA-256,267168,0,1024,0
 SHA-256,267168,0,2048,0
 SHA-256,267168,0,4096,0
 SHA-256,267168,0,8192,0
 SHA-256,267168,0,16384,0
 SHA-256,267168,0,32768,5
 SHA-256,267168,0,65536,1
 SHA-256,267168,0,131072,0
 SHA-256,267168,0,262144,0
 SHA-256,267168,0,524288,0
 SHA-256,267168,0,1048576,0
 SHA-256,267168,0,2097152,0
 SHA-256,267168,0,4194304,0
 SHA-256,267168,0,8388608,0
 SHA-256,267168,0,16777216,1
 SHA-256,267168,0,33554432,1
 SHA-256,267168,0,67108864,0
 SHA-384,267168,0,1,0
 SHA-384,267168,0,2,0
 SHA-384,267168,0,4,0
 SHA-384,267168,0,8,1
 SHA-384,267168,0,16,0
 SHA-384,267168,0,32,0
 SHA-384,267168,0,64,0
 SHA-384,267168,0,128,0
 SHA-384,267168,0,256,0
 SHA-384,267168,0,512,0
 SHA-384,267168,0,1024,0
 SHA-384,267168,0,2048,0
 SHA-384,267168,0,4096,0
 SHA-384,267168,0,8192,0
 SHA-384,267168,0,16384,0
 SHA-384,267168,0,32768,0
 SHA-384,267168,0,65536,0
 SHA-384,267168,0,131072,0
 SHA-384,267168,0,262144,0
 SHA-384,267168,0,524288,0
 SHA-384,267168,0,1048576,0
 SHA-384,267168,0,2097152,0
 SHA-384,267168,0,4194304,0
 SHA-384,267168,0,8388608,0
 SHA-384,267168,0,16777216,0
 SHA-384,267168,0,33554432,0
 SHA-384,267168,0,67108864,5
 SHA-512,267168,0,1,0
 SHA-512,267168,0,2,0
 SHA-512,267168,0,4,0
 SHA-512,267168,0,8,0
 SHA-512,267168,0,16,0
 SHA-512,267168,0,32,0
 SHA-512,267168,0,64,0
 SHA-512,267168,0,128,0
 SHA-512,267168,0,256,0
 SHA-512,267168,0,512,0
 SHA-512,267168,0,1024,0
 SHA-512,267168,0,2048,0
 SHA-512,267168,0,4096,0
 SHA-512,267168,0,8192,0
 SHA-512,267168,0,16384,0
 SHA-512,267168,0,32768,0
 SHA-512,267168,0,65536,0
 SHA-512,267168,0,131072,0
 SHA-512,267168,0,262144,0
 SHA-512,267168,0,524288,0
 SHA-512,267168,0,1048576,0
 SHA-512,267168,0,2097152,0
 SHA-512,267168,0,4194304,0
 SHA-512,267168,0,8388608,0
 SHA-512,267168,0,16777216,0
 SHA-512,267168,0,33554432,0
 SHA-512,267168,0,67108864,0
 SHA3-224,267168,0,1,0
 SHA3-224,267168,0,2,0
 SHA3-224,267168,0,4,0
 SHA3-224,267168,0,8,0
 SHA3-224,267168,0,16,0
 SHA3-224,267168,0,32,5
 SHA3-224,267168,0,64,0
 SHA3-224,267168,0,128,0
 SHA3-224,267168,0,256,0
 SHA3-224,267168,0,512,0
 SHA3-224,267168,0,1024,0
 SHA3-224,267168,0,2048,0
 SHA3-224,267168,0,4096,0
 SHA3-224,267168,0,8192,0
 SHA3-224,267168,0,16384,0
 SHA3-224,267168,0,32768,0
 SHA3-224,267168,0,65536,0
 SHA3-224,267168,0,131072,0
 SHA3-224,267168,0,262144,0
 SHA3-224,267168,0,524288,0
 SHA3-224,267168,0,1048576,0
 SHA3-224,267168,0,2097152,0
 SHA3-224,267168,0,4194304,0
 SHA3-224,267168,0,8388608,0
 SHA3-224,267168,0,16777216,0
 SHA3-224,267168,0,33554432,0
 SHA3-224,267168,0,67108864,0
 SHA3-256,267168,0,1,0
 SHA3-256,267168,0,2,0
 SHA3-256,267168,0,4,5
 SHA3-256,267168,0,8,0
 SHA3-256,267168,0,16,0
 SHA3-256,267168,0,32,0
 SHA3-256,267168,0,64,0
 SHA3-256,267168,0,128,0
 SHA3-256,267168,0,256,0
 SHA3-256,267168,0,512,0
 SHA3-256,267168,0,1024,0
 SHA3-256,267168,0,2048,0
 SHA3-256,267168,0,4096,0
 SHA3-256,267168,0,8192,1
 SHA3-256,267168,0,16384,0
 SHA3-256,267168,0,32768,0
 SHA3-256,267168,0,65536,0
 SHA3-256,267168,0,131072,0
 SHA3-256,267168,0,262144,0
 SHA3-256,267168,0,524288,0
 SHA3-256,267168,0,1048576,0
 SHA3-256,267168,0,2097152,0
 SHA3-256,267168,0,4194304,1
 SHA3-256,267168,0,8388608,0
 SHA3-256,267168,0,16777216,0
 SHA3-256,267168,0,33554432,0
 SHA3-256,267168,0,67108864,0
 SHA3-384,267168,0,1,0
 SHA3-384,267168,0,2,0
 SHA3-384,267168,0,4,0
 SHA3-384,267168,0,8,0
 SHA3-384,267168,0,16,0
 SHA3-384,267168,0,32,0
 SHA3-384,267168,0,64,0
 SHA3-384,267168,0,128,0
 SHA3-384,267168,0,256,0
 SHA3-384,267168,0,512,0
 SHA3-384,267168,0,1024,0
 SHA3-384,267168,0,2048,0
 SHA3-384,267168,0,4096,0
 SHA3-384,267168,0,8192,0
 SHA3-384,267168,0,16384,0
 SHA3-384,267168,0,32768,5
 SHA3-384,267168,0,65536,0
 SHA3-384,267168,0,131072,0
 SHA3-384,267168,0,262144,0
 SHA3-384,267168,0,524288,0
 SHA3-384,267168,0,1048576,0
 SHA3-384,267168,0,2097152,0
 SHA3-384,267168,0,4194304,0
 SHA3-384,267168,0,8388608,0
 SHA3-384,267168,0,16777216,0
 SHA3-384,267168,0,33554432,0
 SHA3-384,267168,0,67108864,0
 SHA3-512,267168,0,1,0
 SHA3-512,267168,0,2,0
 SHA3-512,267168,0,4,0
 SHA3-512,267168,0,8,0
 SHA3-512,267168,0,16,0
 SHA3-512,267168,0,32,0
 SHA3-512,267168,0,64,0
 SHA3-512,267168,0,128,0
 SHA3-512,267168,0,256,0
 SHA3-512,267168,0,512,0
 SHA3-512,267168,0,1024,5
 SHA3-512,267168,0,2048,0
 SHA3-512,267168,0,4096,0
 SHA3-512,267168,0,8192,0
 SHA3-512,267168,0,16384,0
 SHA3-512,267168,0,32768,0
 SHA3-512,267168,0,65536,0
 SHA3-512,267168,0,131072,0
 SHA3-512,267168,0,262144,0
 SHA3-512,267168,0,524288,0
 SHA3-512,267168,0,1048576,0
 SHA3-512,267168,0,2097152,0
 SHA3-512,267168,0,4194304,0
 SHA3-512,267168,0,8388608,0
 SHA3-512,267168,0,16777216,0
 SHA3-512,267168,0,33554432,0
 SHA3-512,267168,0,67108864,0
 SHA-1,526240,0,1,0
 SHA-1,526240,0,2,0
 SHA-1,526240,0,4,0
 SHA-1,526240,0,8,0
 SHA-1,526240,0,16,0
 SHA-1,526240,0,32,0
 SHA-1,526240,0,64,0
 SHA-1,526240,0,128,0
 SHA-1,526240,0,256,0
 SHA-1,526240,0,512,0
 SHA-1,526240,0,1024,0
 SHA-1,526240,0,2048,0
 SHA-1,526240,0,4096,0
 SHA-1,526240,0,8192,0
 SHA-1,526240,0,16384,0
 SHA-1,526240,0,32768,0
 SHA-1,526240,0,65536,0
 SHA-1,526240,0,131072,0
 SHA-1,526240,0,262144,0
 SHA-1,526240,0,524288,0
 SHA-1,526240,0,1048576,0
 SHA-1,526240,0,2097152,0
 SHA-1,526240,0,4194304,0
 SHA-1,526240,0,8388608,0
 SHA-1,526240,0,16777216,0
 SHA-1,526240,0,33554432,0
 SHA-1,526240,0,67108864,0
 SHA-224,526240,0,1,0
 SHA-224,526240,0,2,0
 SHA-224,526240,0,4,0
 SHA-224,526240,0,8,0
 SHA-224,526240,0,16,0
 SHA-224,526240,0,32,5
 SHA-224,526240,0,64,1
 SHA-224,526240,0,128,1
 SHA-224,526240,0,256,0
 SHA-224,526240,0,512,0
 SHA-224,526240,0,1024,0
 SHA-224,526240,0,2048,0
 SHA-224,526240,0,4096,0
 SHA-224,526240,0,8192,0
 SHA-224,526240,0,16384,0
 SHA-224,526240,0,32768,0
 SHA-224,526240,0,65536,1
 SHA-224,526240,0,131072,0
 SHA-224,526240,0,262144,0
 SHA-224,526240,0,524288,0
 SHA-224,526240,0,1048576,0
 SHA-224,526240,0,2097152,0
 SHA-224,526240,0,4194304,0
 SHA-224,526240,0,8388608,0
 SHA-224,526240,0,16777216,0
 SHA-224,526240,0,33554432,0
 SHA-224,526240,0,67108864,0
 SHA-256,526240,0,1,0
 SHA-256,526240,0,2,0
 SHA-256,526240,0,4,0
 SHA-256,526240,0,8,0
 SHA-256,526240,0,16,0
 SHA-256,526240,0,32,0
 SHA-256,526240,0,64,0
 SHA-256,526240,0,128,0
 SHA-256,526240,0,256,0
 SHA-256,526240,0,512,0
 SHA-256,526240,0,1024,0
 SHA-256,526240,0,2048,0
 SHA-256,526240,0,4096,0
 SHA-256,526240,0,8192,0
 SHA-256,526240,0,16384,0
 SHA-256,526240,0,32768,0
 SHA-256,526240,0,65536,0
 SHA-256,526240,0,131072,0
 SHA-256,526240,0,262144,0
 SHA-256,526240,0,524288,0
 SHA-256,526240,0,1048576,0
 SHA-256,526240,0,2097152,0
 SHA-256,526240,0,4194304,0
 SHA-256,526240,0,8388608,0
 SHA-256,526240,0,16777216,0
 SHA-256,526240,0,33554432,0
 SHA-256,526240,0,67108864,0
 SHA-384,526240,0,1,0
 SHA-384,526240,0,2,0
 SHA-384,526240,0,4,0
 SHA-384,526240,0,8,0
 SHA-384,526240,0,16,0
 SHA-384,526240,0,32,0
 SHA-384,526240,0,64,0
 SHA-384,526240,0,128,0
 SHA-384,526240,0,256,0
 SHA-384,526240,0,512,0
 SHA-384,526240,0,1024,0
 SHA-384,526240,0,2048,0
 SHA-384,526240,0,4096,0
 SHA-384,526240,0,8192,0
 SHA-384,526240,0,16384,0
 SHA-384,526240,0,32768,0
 SHA-384,526240,0,65536,0
 SHA-384,526240,0,131072,0
 SHA-384,526240,0,262144,0
 SHA-384,526240,0,524288,0
 SHA-384,526240,0,1048576,0
 SHA-384,526240,0,2097152,0
 SHA-384,526240,0,4194304,0
 SHA-384,526240,0,8388608,0
 SHA-384,526240,0,16777216,0
 SHA-384,526240,0,33554432,0
 SHA-384,526240,0,67108864,0
 SHA-512,526240,0,1,0
 SHA-512,526240,0,2,0
 SHA-512,526240,0,4,0
 SHA-512,526240,0,8,0
 SHA-512,526240,0,16,0
 SHA-512,526240,0,32,0
 SHA-512,526240,0,64,0
 SHA-512,526240,0,128,0
 SHA-512,526240,0,256,0
 SHA-512,526240,0,512,0
 SHA-512,526240,0,1024,0
 SHA-512,526240,0,2048,0
 SHA-512,526240,0,4096,0
 SHA-512,526240,0,8192,0
 SHA-512,526240,0,16384,0
 SHA-512,526240,0,32768,0
 SHA-512,526240,0,65536,0
 SHA-512,526240,0,131072,0
 SHA-512,526240,0,262144,0
 SHA-512,526240,0,524288,0
 SHA-512,526240,0,1048576,0
 SHA-512,526240,0,2097152,0
 SHA-512,526240,0,4194304,0
 SHA-512,526240,0,8388608,0
 SHA-512,526240,0,16777216,0
 SHA-512,526240,0,33554432,5
 SHA-512,526240,0,67108864,0
 SHA3-224,526240,0,1,0
 SHA3-224,526240,0,2,0
 SHA3-224,526240,0,4,0
 SHA3-224,526240,0,8,0
 SHA3-224,526240,0,16,0
 SHA3-224,526240,0,32,0
 SHA3-224,526240,0,64,0
 SHA3-224,526240,0,128,0
 SHA3-224,526240,0,256,0
 SHA3-224,526240,0,512,0
 SHA3-224,526240,0,1024,0
 SHA3-224,526240,0,2048,0
 SHA3-224,526240,0,4096,1
 SHA3-224,526240,0,8192,0
 SHA3-224,526240,0,16384,0
